Name;Energy100g;Sugar100g;Fat100g;Carb100g;Weight_gram
Snackspretzelshardplainmadewithunenrichedfloursalted;381.0;2.21;3.5;79.2;28.35
Snackspretzelshardplainmadewithunenrichedflourunsalted;381.0;2.21;3.5;79.2;28.35
Snackspretzelshardplainsalted;384.0;2.21;2.93;80.39;28.35
Snackspretzelshardwholewheatincludingbothsaltedandunsalted;362.0;2.21;2.6;81.3;28.35
Snacksricecakesbrownricebuckwheat;380.0;2.21;3.5;80.1;9.0
Snacksricecakesbrownricebuckwheatunsalted;380.0;2.21;3.5;80.1;9.0
Snacksricecakesbrownricecorn;385.0;2.21;3.2;81.2;9.0
Snacksricecakesbrownricemultigrain;387.0;2.21;3.5;80.1;9.0
Snacksricecakesbrownricemultigrainunsalted;387.0;2.21;3.5;80.1;9.0
Snacksricecakesbrownriceplainunsalted;387.0;0.88;2.8;81.5;9.0
Snacksricecakesbrownricerye;386.0;0.88;3.8;79.9;9.0
Snacksricecakesbrownricesesameseed;392.0;0.88;3.8;81.5;9.0
Snacksricecakesbrownricesesameseedunsalted;392.0;0.88;3.8;81.5;9.0
Snacksricecrackerbrownriceplain;387.0;0.89;2.8;81.5;9.0
Snackssesamestickswheatbasedsalted;541.0;0.19;36.7;46.5;28.35
Snackssesamestickswheatbasedunsalted;541.0;0.19;36.7;46.5;28.35
Snacksshrimpcracker;426.0;21.43;17.86;59.09;28.0
Snackssoychipsorcrispssalted;385.0;1.8;7.35;53.15;28.35
SnacksSUNKISTSUNKISTFruitRollstrawberrywithvitaminsACandE;342.0;1.8;1.0;82.7;21.0
Snackssweetpotatochipsunsalted;532.0;8.82;32.35;56.82;28.35
Snackstarochips;498.0;3.82;24.9;68.1;28.35
Snackstortillachipslightbakedwithlessoil;465.0;0.53;15.2;73.4;63.0
Snackstortillachipslowfatmadewitholestranachocheese;318.0;2.82;3.53;65.22;28.35
Snackstortillachipslowfatunsalted;416.0;0.85;5.7;80.1;28.35
Snackstortillachipsnachocheese;519.0;2.59;27.42;60.81;28.35
Snackstortillachipsnachoflavormadewithenrichedmasaflour;511.0;2.59;25.6;62.3;28.35
Snackstortillachipsnachoflavorreducedfat;445.0;2.59;15.2;71.6;28.35
Snackstortillachipsplainwhitecornsalted;472.0;0.78;20.68;67.78;28.35
Snackstortillachipsranchflavor;501.0;3.03;24.63;62.74;28.35
Snackstortillachipstacoflavor;480.0;3.03;24.2;63.1;28.35
Snackstortillachipsunsaltedwhitecorn;503.0;1.0;23.36;65.32;26.0
Snackstrailmixregular;462.0;1.0;29.4;44.9;150.0
Snackstrailmixregularunsalted;462.0;1.0;29.4;44.9;150.0
Snackstrailmixregularwithchocolatechipssaltednutsandseeds;484.0;23.88;31.9;44.9;146.0
Snackstrailmixregularwithchocolatechipsunsaltednutsandseeds;484.0;23.88;31.9;44.9;146.0
Snackstrailmixtropical;442.0;23.88;17.1;65.6;140.0
SnacksvegetablechipsHAINCELESTIALGROUPTERRACHIPS;517.0;9.75;29.81;57.97;28.35
Snacksvegetablechipsmadefromgardenvegetables;473.0;4.04;23.3;60.43;28.35
Snacksyuccacassavachipssalted;515.0;3.36;25.91;69.23;28.35
Sorghumflourrefinedunenriched;357.0;3.36;1.24;76.85;161.0
Sorghumflourwholegrain;359.0;1.94;3.34;76.64;121.0
Sorghumgrain;329.0;2.53;3.46;72.09;192.0
Soupbeanamphamcannedreducedsodiumpreparedwithwaterorreadytoserve;81.0;3.17;1.03;13.66;245.0
Soupbeanwithbaconcondensedsinglebrand;117.0;3.17;2.1;18.0;128.0
Soupbeanwithfrankfurterscannedcondensed;142.0;3.17;5.31;16.75;263.0
Soupbeanwithfrankfurterscannedpreparedwithequalvolumewater;75.0;3.17;2.79;8.8;250.0
Soupbeanwithhamcannedchunkyreadytoserve;95.0;3.17;3.5;11.16;243.0
Soupbeanwithporkcannedcondensed;129.0;3.0;4.42;16.97;130.0
Soupbeanwithporkcannedpreparedwithequalvolumewater;63.0;1.47;2.16;8.31;266.0
Soupbeefandmushroomlowsodiumchunkstyle;69.0;0.84;2.3;9.58;251.0
Soupbeefandvegetablescannedreadytoserve;48.0;1.25;1.16;6.16;250.0
Soupbeefandvegetablesreducedsodiumcannedreadytoserve;42.0;1.22;0.95;4.99;245.0
Soupbeefbarleyreadytoserve;52.0;1.22;0.96;7.94;208.0
Soupbeefbrothbouillonandconsommecannedcondensed;11.0;1.22;0.0;0.32;124.0
Soupbeefbrothorbouilloncannedreadytoserve;7.0;0.0;0.22;0.04;240.0
Soupbeefbrothorbouillonpowderdry;213.0;16.71;8.89;17.4;3.6
Soupbeefbrothorbouillonpowderpreparedwithwater;3.0;0.2;0.08;0.25;240.0
Soupbeefbrothbouillonconsommepreparedwithequalvolumewater;12.0;0.2;0.0;0.73;241.0
Soupbeefbrothcubeddry;170.0;14.51;4.0;16.1;3.6
Soupbeefbrothcubedpreparedwithwater;3.0;0.2;0.08;0.25;240.0
Soupbeefbrothlessreducedsodiumreadytoserve;6.0;0.2;0.07;0.2;219.0
Soupbeefmushroomcannedcondensed;61.0;0.2;2.4;5.2;126.0
Soupbeefmushroomcannedpreparedwithequalvolumewater;30.0;0.2;1.23;2.6;244.0
Soupbeefnoodlecannedcondensed;67.0;2.06;2.46;7.16;125.0
Soupbeefnoodlecannedpreparedwithequalvolumewater;34.0;1.03;1.23;3.58;244.0
Soupbeefstroganoffcannedchunkystylereadytoserve;98.0;1.68;4.6;9.0;240.0
Soupblackbeancannedcondensed;91.0;2.49;1.32;15.42;257.0
Soupblackbeancannedpreparedwithequalvolumewater;46.0;1.24;0.66;7.71;247.0
Soupbouilloncubesandgranuleslowsodiumdry;438.0;14.47;13.89;64.88;2.6
Soupbroccolicheesecannedcondensedcommercial;87.0;2.12;5.3;7.7;121.0
Soupcheesecannedcondensed;82.0;3.73;3.92;11.3;124.0
Soupcheesecannedpreparedwithequalvolumemilk;92.0;3.73;5.8;6.47;251.0
Soupcheesecannedpreparedwithequalvolumewater;63.0;3.73;4.24;4.26;247.0
Soupchickenandvegetablecannedreadytoserve;33.0;1.01;0.73;4.68;255.0
Soupchickenbrothcubesdry;198.0;0.0;4.7;23.5;4.8
Soupchickenbrothcubesdrypreparedwithwater;5.0;0.0;0.12;0.62;243.0
Soupchickenbrothorbouillondry;267.0;17.36;13.88;18.01;4.0
Soupchickenbrothorbouillondrypreparedwithwater;4.0;0.29;0.23;0.3;241.0
Soupchickenbrothcannedcondensed;31.0;0.35;1.04;0.75;126.0
Soupchickenbrothcannedpreparedwithequalvolumewater;16.0;0.29;0.57;0.38;244.0
Soupchickenbrothlessreducedsodiumreadytoserve;7.0;0.22;0.0;0.38;240.0
Soupchickenbrothlowsodiumcanned;16.0;0.13;0.6;1.2;240.0
Soupchickenbrothreadytoserve;6.0;0.43;0.21;0.44;249.0
Soupchickencornchowderchunkyreadytoservesinglebrand;99.0;0.43;6.3;7.5;240.0
Soupchickengumbocannedcondensed;45.0;1.93;1.14;6.67;126.0
Soupchickengumbocannedpreparedwithequalvolumewater;23.0;1.02;0.59;3.43;244.0
Soupchickenmushroomcannedcondensed;100.0;0.79;4.84;11.95;124.0
Soupchickenmushroomcannedpreparedwithequalvolumewater;54.0;0.79;3.75;3.8;244.0
Soupchickennoodlecannedcondensed;48.0;0.0;1.55;6.07;124.0
Soupchickennoodlecannedpreparedwithequalvolumewater;24.0;0.0;0.76;2.97;248.0
Soupchickennoodledrymix;377.0;1.9;6.51;62.32;74.0
Soupchickennoodledrymixpreparedwithwater;23.0;0.31;0.55;3.67;245.0
Soupchickennoodlelowsodiumcannedpreparedwithequalvolumewater;25.0;0.27;0.95;2.95;248.0
Soupchickennoodlereducedsodiumcannedreadytoserve;41.0;0.34;1.34;3.84;245.0
Soupchickenricecannedchunkyreadytoserve;53.0;0.6;1.33;5.41;240.0
Soupchickenvegetablewithpotatoandcheesechunkyreadytoserve;65.0;0.64;4.46;5.2;245.0
Soupchickenvegetablecannedcondensed;61.0;1.26;2.32;7.01;121.0
Soupchickenwithricecannedcondensed;68.0;0.23;1.56;11.57;126.0
Soupchickenwithricecannedpreparedwithequalvolumewater;24.0;0.08;0.78;2.92;243.0
Soupchickencannedchunkyreadytoserve;71.0;0.87;2.64;6.88;245.0
Soupchilibeefcannedcondensed;117.0;5.09;2.53;18.86;263.0
Soupchilibeefcannedpreparedwithequalvolumewater;57.0;2.49;1.24;9.23;261.0
Soupchunkybeefcannedreadytoserve;66.0;0.67;1.11;10.08;245.0
Soupchunkychickennoodlecannedreadytoserve;41.0;0.38;1.16;4.46;530.0
Soupchunkyvegetablecannedreadytoserve;39.0;1.56;0.36;7.9;230.0
Soupchunkyvegetablereducedsodiumcannedreadytoserve;50.0;2.78;0.51;10.28;240.0
Soupclamchowdermanhattanstylecannedchunkyreadytoserve;56.0;1.67;1.41;7.84;240.0
Soupclamchowdermanhattancannedcondensed;61.0;2.7;1.76;9.74;126.0
Soupclamchowdermanhattancannedpreparedwithequalvolumewater;30.0;1.32;0.86;4.77;249.0
Soupclamchowdernewenglandcannedcondensed;72.0;0.38;2.06;10.32;126.0
Soupclamchowdernewenglandcannedpreparedwithequalvolumelowfat2milk;61.0;2.81;2.02;7.46;252.0
Soupclamchowdernewenglandcannedpreparedwithequalvolumewater;35.0;0.19;1.01;5.05;248.0
Soupclamchowdernewenglandcannedreadytoserve;79.0;0.23;3.94;8.28;254.0
Soupclamchowdernewenglandreducedsodiumcannedreadytoserve;70.0;0.0;4.23;5.68;519.0
Soupcreamofasparaguscannedcondensed;69.0;0.72;3.26;8.52;126.0
Soupcreamofasparaguscannedpreparedwithequalvolumemilk;65.0;0.72;3.3;6.61;248.0
Soupcreamofasparaguscannedpreparedwithequalvolumewater;35.0;0.72;1.68;4.38;244.0
Soupcreamofcelerycannedcondensed;72.0;1.35;4.46;7.03;126.0
Soupcreamofcelerycannedpreparedwithequalvolumemilk;66.0;1.35;3.91;5.86;248.0
Soupcreamofcelerycannedpreparedwithequalvolumewater;37.0;1.35;2.29;3.62;248.0
Soupcreamofchickencannedcondensed;90.0;0.54;5.77;7.16;126.0
Soupcreamofchickencannedcondensedreducedsodium;58.0;0.39;1.3;9.5;124.0
Soupcreamofchickencannedpreparedwithequalvolumemilk;77.0;0.39;4.62;6.04;248.0
Soupcreamofchickencannedpreparedwithequalvolumewater;48.0;0.39;3.02;3.8;244.0
Soupcreamofchickendrymixpreparedwithwater;41.0;1.59;2.04;5.11;261.0
Soupcreamofmushroomcannedcondensed;79.0;0.4;5.3;6.8;126.0
Soupcreamofmushroomcannedcondensedreducedsodium;52.0;2.13;1.69;8.1;251.0
Soupcreamofmushroomcannedpreparedwithequalvolumelowfat2milk;65.0;2.82;3.58;5.76;252.0
Soupcreamofmushroomcannedpreparedwithequalvolumewater;39.0;0.2;2.59;3.33;248.0
Soupcreamofmushroomlowsodiumreadytoservecanned;53.0;1.72;3.7;4.53;244.0
Soupcreamofonioncannedcondensed;88.0;3.64;4.2;10.4;126.0
Soupcreamofonioncannedpreparedwithequalvolumemilk;75.0;3.64;3.78;7.4;248.0
Soupcreamofonioncannedpreparedwithequalvolumewater;44.0;3.64;2.16;5.2;244.0
Soupcreamofpotatocannedcondensed;74.0;1.44;1.88;12.79;124.0
Soupcreamofpotatocannedpreparedwithequalvolumemilk;60.0;1.44;2.6;6.92;248.0
Soupcreamofpotatocannedpreparedwithequalvolumewater;30.0;1.44;0.97;4.7;244.0
Soupcreamofshrimpcannedcondensed;72.0;1.44;4.14;6.53;126.0
Soupcreamofshrimpcannedpreparedwithequalvolumelowfat2milk;61.0;2.62;3.23;5.64;253.0
Soupcreamofshrimpcannedpreparedwithequalvolumewater;36.0;0.24;2.07;3.27;244.0
Soupcreamofvegetabledrypowder;446.0;17.51;24.1;52.1;18.0
SoupeggdropChineserestaurant;27.0;0.09;0.61;4.29;241.0
SoupHEALTHYCHOICEChickenandRiceSoupcanned;37.0;0.37;0.55;5.71;240.0
SoupHEALTHYCHOICEChickenNoodleSoupcanned;41.0;0.57;0.63;5.2;243.0
SoupHEALTHYCHOICEGardenVegetableSoupcanned;51.0;2.13;0.21;10.04;246.0
SouphotandsourChineserestaurant;39.0;0.42;1.21;4.35;233.0
Souplentilwithhamcannedreadytoserve;56.0;0.42;1.12;8.16;248.0
Soupminestronecannedchunkyreadytoserve;53.0;2.17;1.17;8.64;240.0
Soupminestronecannedcondensed;68.0;1.5;2.05;9.17;123.0
Soupminestronecannedpreparedwithequalvolumewater;34.0;1.5;1.04;4.66;241.0
Soupminestronecannedreducedsodiumreadytoserve;50.0;2.13;0.8;9.0;245.0
Soupmushroombarleycannedcondensed;61.0;2.13;1.8;9.6;126.0
Soupmushroombarleycannedpreparedwithequalvolumewater;30.0;2.13;0.93;4.8;244.0
Soupmushroomwithbeefstockcannedcondensed;68.0;2.28;3.21;7.41;126.0
Soupmushroomwithbeefstockcannedpreparedwithequalvolumewater;35.0;2.28;1.65;3.81;244.0
Souponioncannedcondensed;46.0;2.72;1.42;6.68;123.0
Souponiondrymix;293.0;4.65;0.34;65.07;7.5
Souponiondrymixpreparedwithwater;12.0;0.2;0.01;2.77;230.0
Soupoysterstewcannedcondensed;48.0;0.2;3.13;3.32;123.0
Soupoysterstewcannedpreparedwithequalvolumemilk;55.0;0.2;3.24;3.99;245.0
Soupoysterstewcannedpreparedwithequalvolumewater;24.0;0.2;1.59;1.69;241.0
Souppeagreencannedcondensed;125.0;6.52;2.23;20.18;128.0
Souppeagreencannedpreparedwithequalvolumemilk;94.0;6.52;2.77;12.69;254.0
Souppeagreencannedpreparedwithequalvolumewater;61.0;3.19;1.09;9.88;259.0
Souppealowsodiumpreparedwithequalvolumewater;62.0;3.19;1.09;9.88;259.0
Souppeasplitwithhamcannedchunkyreadytoserve;77.0;1.91;1.66;11.17;240.0
Souppeasplitwithhamcannedcondensed;141.0;1.91;3.28;20.81;135.0
Souppeasplitwithhamcannedpreparedwithequalvolumewater;75.0;1.91;1.74;11.05;253.0
Soupramennoodleanyflavordry;440.0;1.98;17.59;60.26;81.0
Soupramennoodlebeefflavordry;441.0;1.99;17.73;60.34;82.0
Soupramennoodlechickenflavordry;439.0;1.96;17.52;60.23;81.0
Soupramennoodledryanyflavorreducedfatreducedsodium;350.0;0.85;2.5;70.95;40.0
Soupsharkfinrestaurantprepared;46.0;0.85;2.0;3.8;216.0
Soupstockbeefhomeprepared;13.0;0.54;0.09;1.2;240.0
Soupstockchickenhomeprepared;36.0;1.58;1.2;3.53;240.0
Soupstockfishhomeprepared;16.0;1.58;0.81;0.0;233.0
SoupSWANSONbeefbrothlowersodium;6.0;0.2;0.08;0.21;213.0
SoupSWANSONvegetablebroth;6.0;0.57;0.07;1.02;220.0
Souptomatobeefwithnoodlecannedcondensed;112.0;0.57;3.42;16.87;251.0
Souptomatobeefwithnoodlecannedpreparedwithequalvolumewater;56.0;0.73;1.71;8.44;244.0
Souptomatobisquecannedcondensed;96.0;0.73;1.95;18.47;129.0
Souptomatobisquecannedpreparedwithequalvolumemilk;79.0;0.73;2.63;11.73;251.0
Souptomatobisquecannedpreparedwithequalvolumewater;50.0;0.73;1.02;9.6;247.0
Souptomatoricecannedcondensed;93.0;5.9;2.12;17.08;129.0
Souptomatoricecannedpreparedwithequalvolumewater;47.0;2.95;1.06;8.54;247.0
Souptomatocannedcondensed;66.0;8.23;0.44;15.22;148.0
Souptomatocannedcondensedreducedsodium;65.0;8.11;0.56;13.41;121.0
Souptomatocannedpreparedwithequalvolumelowfat2milk;55.0;6.59;1.24;9.82;252.0
Souptomatocannedpreparedwithequalvolumewatercommercial;32.0;4.03;0.21;7.45;248.0
Souptomatodrymixpreparedwithwater;38.0;3.9;0.61;7.17;265.0
Souptomatolowsodiumwithwater;30.0;3.97;0.28;6.57;248.0
Soupturkeynoodlecannedpreparedwithequalvolumewater;28.0;3.97;0.82;3.54;244.0
Soupturkeyvegetablecannedpreparedwithequalvolumewater;30.0;3.97;1.26;3.58;241.0
Soupturkeychunkycannedreadytoserve;57.0;3.97;1.87;5.96;236.0
Soupvegetablebeefcannedcondensed;63.0;0.89;1.51;8.11;126.0
Soupvegetablebeefcannedpreparedwithequalvolumewater;31.0;0.45;0.76;4.06;244.0
Soupvegetablebeefmicrowavablereadytoservesinglebrand;44.0;0.45;0.7;3.3;292.0
Soupvegetablebrothreadytoserve;5.0;0.55;0.07;0.93;221.0
Soupvegetablechickencannedpreparedwithwaterlowsodium;69.0;1.42;2.0;8.76;241.0
Soupvegetablesoupcondensedlowsodiumpreparedwithequalvolumewater;33.0;2.15;0.45;6.06;253.0
Soupvegetablewithbeefbrothcannedcondensed;66.0;1.64;1.56;10.7;123.0
Soupvegetablewithbeefbrothcannedpreparedwithequalvolumewater;33.0;0.82;0.78;5.35;241.0
Soupvegetablecannedlowsodiumcondensed;65.0;4.31;0.9;12.11;126.0
Soupvegetarianvegetablecannedcondensed;59.0;3.13;1.58;9.78;126.0
Soupvegetarianvegetablecannedpreparedwithequalvolumewater;28.0;1.57;0.79;4.89;241.0
SoupwontonChineserestaurant;32.0;0.34;0.26;5.25;223.0
Sourcreamfatfree;74.0;0.39;0.0;15.6;12.0
Sourcreamimitationcultured;208.0;0.39;19.52;6.63;28.35
Sourcreamlight;136.0;0.22;10.6;7.1;12.0
Sourcreamreducedfat;181.0;0.3;14.1;7.0;12.0
Sourdressingnonbutterfatculturedfilledcreamtype;178.0;0.3;16.57;4.68;12.0
Soursopraw;66.0;13.54;0.3;16.84;225.0
Soyflourdefatted;327.0;16.42;1.22;33.92;105.0
Soyflourfullfatraw;434.0;7.5;20.65;31.92;84.0
Soyflourfullfatroasted;439.0;7.61;21.86;30.38;85.0
Soyflourlowfat;372.0;9.33;8.9;30.63;88.0
Soymealdefattedraw;337.0;9.33;2.39;35.89;122.0
Soyproteinconcentrateproducedbyacidwash;328.0;20.0;0.46;25.41;28.35
Soyproteinconcentrateproducedbyalcoholextraction;328.0;20.0;0.46;25.41;28.35
Soyproteinisolate;335.0;20.0;3.39;0.0;28.35
Soyproteinisolatepotassiumtype;321.0;0.0;0.53;2.59;28.35
Soysaucemadefromhydrolyzedvegetableprotein;60.0;1.3;0.51;7.84;18.0
Soysaucemadefromsoytamari;60.0;1.7;0.1;5.57;18.0
Soysaucemadefromsoyandwheatshoyu;53.0;0.4;0.57;4.93;16.0
Soysaucemadefromsoyandwheatshoyulowsodium;57.0;0.5;0.3;5.59;14.2
Soysaucereducedsodiummadefromhydrolyzedvegetableprotein;90.0;5.63;0.31;14.44;15.0
Soybeancurdcheese;151.0;1.6;8.1;6.9;225.0
Soybeansgreencookedboileddrainedwithsalt;141.0;1.6;6.4;11.05;180.0
Soybeansgreencookedboileddrainedwithoutsalt;141.0;1.6;6.4;11.05;180.0
Soybeansgreenraw;147.0;1.6;6.8;11.05;256.0
Soybeansmaturecookedboiledwithoutsalt;172.0;3.0;8.97;8.36;172.0
Soybeansmatureseedscookedboiledwithsalt;172.0;2.36;8.97;8.36;172.0
Soybeansmatureseedsdryroasted;449.0;2.36;21.62;28.98;93.0
Soybeansmatureseedsraw;446.0;7.33;19.94;30.16;186.0
Soybeansmatureseedsroastednosaltadded;469.0;7.33;25.4;30.22;172.0
Soybeansmatureseedsroastedsalted;469.0;4.2;25.4;30.22;172.0
Soybeansmatureseedssproutedcookedsteamed;81.0;0.52;4.45;6.53;94.0
Soybeansmatureseedssproutedcookedsteamedwithsalt;81.0;0.43;4.45;6.53;94.0
Soybeansmatureseedssproutedraw;122.0;0.43;6.7;9.57;35.0
SoymilkAllflavorsenhanced;45.0;2.53;1.99;3.45;243.0
SoymilkAllflavorslowfatwithaddedcalciumvitaminsAandD;43.0;3.5;0.62;7.2;243.0
SoymilkallflavorsnonfatwithaddedcalciumvitaminsAandD;28.0;3.65;0.04;4.14;243.0
SoymilkallflavorsunsweetenedwithaddedcalciumvitaminsAandD;33.0;0.41;1.61;1.74;243.0
SoymilkchocolateandotherflavorslightwithaddedcalciumvitaminsAandD;47.0;7.13;0.64;8.24;243.0
SoymilkchocolatenonfatwithaddedcalciumvitaminsAandD;44.0;3.65;0.04;8.51;243.0
Soymilkchocolateunfortified;63.0;7.86;1.53;9.95;243.0
SoymilkchocolatewithaddedcalciumvitaminsAandD;63.0;7.86;1.53;9.95;243.0
SoymilkoriginalandvanillalightunsweetenedwithaddedcalciumvitaminsAandD;34.0;0.41;0.85;3.85;243.0
SoymilkoriginalandvanillalightwithaddedcalciumvitaminsAandD;30.0;2.61;0.77;3.51;243.0
Soymilkoriginalandvanillaunfortified;54.0;3.99;1.75;6.28;243.0
SoymilkoriginalandvanillawithaddedcalciumvitaminsAandD;43.0;3.65;1.47;4.92;243.0
Spaghettiwithmeatsaucefrozenentree;90.0;2.6;1.01;15.24;283.0
Spaghettiproteinfortifiedcookedenrichednx625;164.0;2.6;0.21;30.88;140.0
Spaghettiproteinfortifieddryenrichednx625;374.0;2.6;2.23;65.65;57.0
Spaghettispinachcooked;130.0;2.6;0.63;26.15;140.0
Spaghettispinachdry;372.0;2.72;1.57;74.81;57.0
Spaghettiwithmeatballsintomatosaucecanned;100.0;2.91;4.11;11.45;246.0
Spanishricemixdrymixpreparedwithcanolavegetableoilblendordicedtomatoesandmargarine;125.0;1.79;2.38;22.74;198.0
Spanishricemixdrymixunprepared;363.0;3.83;1.62;76.45;70.0
Spearmintdried;285.0;3.83;6.03;52.04;0.5
Spearmintfresh;44.0;3.83;0.73;8.41;0.3
Speltcooked;127.0;3.83;0.85;26.44;194.0
Speltuncooked;338.0;6.82;2.43;70.19;174.0
Spicesallspiceground;263.0;6.82;8.69;72.12;1.9
Spicesaniseseed;337.0;6.82;15.9;50.02;2.1
Spicesbasildried;233.0;1.71;4.07;47.75;0.7
Spicesbayleaf;313.0;1.71;8.36;74.97;0.6
Spicescarawayseed;333.0;0.64;14.59;49.9;2.1
Spicescardamom;311.0;0.64;6.7;68.47;2.0
Spicesceleryseed;392.0;0.67;25.27;41.35;2.0
Spiceschervildried;237.0;0.67;3.9;49.1;0.6
Spiceschilipowder;282.0;7.19;14.28;49.7;2.7
Spicescinnamonground;247.0;2.17;1.24;80.59;2.6
Spicesclovesground;274.0;2.38;13.0;65.53;2.1
Spicescorianderleafdried;279.0;7.27;4.78;52.1;0.6
Spicescorianderseed;298.0;7.27;17.77;54.99;1.8
Spicescuminseed;375.0;2.25;22.27;44.24;2.1
Spicescurrypowder;325.0;2.76;14.01;55.83;2.0
Spicesdillseed;305.0;2.76;14.54;55.17;2.1
Spicesdillweeddried;253.0;2.76;4.36;55.82;1.0
Spicesfennelseed;345.0;2.76;14.87;52.29;2.0
Spicesfenugreekseed;323.0;2.76;6.41;58.35;3.7
Spicesgarlicpowder;331.0;2.43;0.73;72.73;3.1
Spicesgingerground;335.0;3.39;4.24;71.62;1.8
Spicesmaceground;475.0;3.39;32.38;50.5;1.7
Spicesmarjoramdried;271.0;4.09;7.04;60.56;0.6
Spicesmustardseedground;508.0;6.79;36.24;28.09;2.0
Spicesnutmegground;525.0;2.99;36.31;49.29;2.2
Spicesonionpowder;341.0;6.63;1.04;79.12;2.4
Spicesoreganodried;265.0;4.09;4.28;68.92;1.0
Spicespaprika;282.0;10.34;12.89;53.99;2.3
Spicesparsleydried;292.0;7.27;5.48;50.64;0.5
Spicespepperblack;251.0;0.64;3.26;63.95;2.3
Spicespepperredorcayenne;318.0;10.34;17.27;56.63;1.8
Spicespepperwhite;296.0;10.34;2.12;68.61;2.4
Spicespoppyseed;525.0;2.99;41.56;28.13;2.8
Spicespoultryseasoning;307.0;1.8;7.53;65.59;1.5
Spicespumpkinpiespice;342.0;7.76;12.6;69.28;1.7
Spicesrosemarydried;331.0;7.76;15.22;64.06;1.2
Spicessaffron;310.0;7.76;5.85;65.37;0.7
Spicessageground;315.0;1.71;12.75;60.73;0.7
Spicessavoryground;272.0;1.71;5.91;68.73;1.4
Spicestarragondried;295.0;1.71;7.24;50.22;0.6
Spicesthymedried;276.0;1.71;7.43;63.94;1.0
Spicesturmericground;312.0;3.21;3.25;67.14;3.0
Spinachsouffle;172.0;1.85;12.95;5.9;136.0
Spinachcannednosaltaddedsolidsandliquids;19.0;0.33;0.37;2.92;234.0
Spinachcannedregularpackdrainedsolids;23.0;0.4;0.5;3.4;214.0
Spinachcannedregularpacksolidsandliquids;19.0;0.33;0.37;2.92;234.0
Spinachcookedboileddrainedwithsalt;23.0;0.43;0.26;3.75;180.0
Spinachcookedboileddrainedwithoutsalt;23.0;0.43;0.26;3.75;180.0
Spinachfrozenchoppedorleafcookedboileddrainedwithsalt;34.0;0.51;0.87;4.8;95.0
Spinachfrozenchoppedorleafcookedboileddrainedwithoutsalt;34.0;0.51;0.87;4.8;95.0
SpinachfrozenchoppedorleafunpreparedIncludesfoodsforUSDAsFoodDistributionProgram;29.0;0.65;0.57;4.21;156.0
Spinachraw;23.0;0.42;0.39;3.63;30.0
Splitpeasoupcannedreducedsodiumpreparedwithwaterorreadytoserve;71.0;5.06;0.92;11.83;253.0
Splitpeawithhamsoupcannedreducedsodiumpreparedwithwaterorreadytoserve;68.0;1.57;0.7;11.4;245.0
Squabpigeonlightmeatwithoutskinraw;134.0;1.57;4.52;0.0;101.0
Squabpigeonmeatandskinraw;294.0;1.57;23.8;0.0;85.0
Squabpigeonmeatonlyraw;142.0;1.57;7.5;0.0;251.0
SquashIndiancookedboiledNavajo;16.0;2.02;0.15;3.22;28.35
Squashsummerallvarietiescookedboileddrainedwithsalt;20.0;2.59;0.31;4.31;180.0
Squashsummerallvarietiescookedboileddrainedwithoutsalt;20.0;2.59;0.31;4.31;180.0
Squashsummerallvarietiesraw;16.0;2.2;0.18;3.35;113.0
Squashsummercrookneckandstraightneckcanneddrainedsolidwithoutsalt;13.0;1.19;0.07;2.96;210.0
Squashsummercrookneckandstraightneckcookedboileddrainedwithsalt;19.0;2.48;0.39;3.79;180.0
Squashsummercrookneckandstraightneckcookedboileddrainedwithoutsalt;19.0;2.48;0.39;3.79;180.0
Squashsummercrookneckandstraightneckfrozencookedboileddrainedwithsalt;25.0;2.33;0.2;5.54;192.0
Squashsummercrookneckandstraightneckfrozencookedboileddrainedwithoutsalt;25.0;2.33;0.2;5.54;192.0
Squashsummercrookneckandstraightneckfrozenunprepared;20.0;2.33;0.14;4.8;130.0
Squashsummercrookneckandstraightneckraw;19.0;2.88;0.27;3.88;127.0
Squashsummerscallopcookedboileddrainedwithsalt;16.0;1.5;0.17;3.3;90.0
Squashsummerscallopcookedboileddrainedwithoutsalt;16.0;1.5;0.17;3.3;240.0
Squashsummerscallopraw;18.0;2.39;0.2;3.84;130.0
Squashsummerzucchiniincludesskincookedboileddrainedwithsalt;15.0;1.71;0.36;2.69;90.0
Squashsummerzucchiniincludesskincookedboileddrainedwithoutsalt;15.0;1.71;0.36;2.69;180.0
Squashsummerzucchiniincludesskinfrozencookedboileddrainedwithsalt;14.0;1.69;0.13;2.97;223.0
Squashsummerzucchiniincludesskinfrozencookedboileddrainedwithoutsalt;17.0;1.69;0.13;3.56;223.0
Squashsummerzucchiniincludesskinfrozenunprepared;17.0;1.71;0.13;3.58;95.0
Squashsummerzucchiniincludesskinraw;17.0;2.5;0.32;3.11;124.0
Squashsummerzucchiniitalianstylecanned;29.0;2.5;0.11;6.85;227.0
Squashwinteracorncookedbakedwithsalt;56.0;2.5;0.14;14.58;205.0
Squashwinteracorncookedbakedwithoutsalt;56.0;2.5;0.14;14.58;205.0
Squashwinteracorncookedboiledmashedwithsalt;34.0;2.5;0.08;8.79;245.0
Squashwinteracorncookedboiledmashedwithoutsalt;34.0;2.5;0.08;8.79;245.0
Squashwinteracornraw;40.0;2.5;0.1;10.42;140.0
Squashwinterallvarietiescookedbakedwithsalt;37.0;3.3;0.35;8.85;205.0
